x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3
1-5cd0e2b6-8235af2e33de66ec4264ffd8,609d1aeb-7d76-49ce-93a8-f528a41731d5,1557193398.402,1557193399.551,0,0,1557193398.362,1557193398.363,1557193398.363,1557193399.504,1557193398.364,1557193398.425,1557193398.425,1557193399.504,1557193399.505,1557193399.505,1.149,0,0.001,1.141,0.061,0.000,1.079,0.001,1.14900016784668,1.080
1-5cd0e250-65ccafc6094c1269706a3bcd,7f93060a-afc5-4f9d-9845-69c0d5c87a5f,1557193296.474,1557193296.506,0,0,1557193296.434,1557193296.435,1557193296.435,1557193296.46,1557193296.436,1557193296.455,1557193296.455,1557193296.46,1557193296.46,1557193296.46,0.032,0,0.001,0.0250000953674316,0.019,0.00,0.00500011444091797,0.00100016593933105,0.0320000648498535,0.00600028038024902
1-5cd0e1a1-8659edc4d689e10133f37e68,12627a7c-9a1a-4d54-970b-e3a8ae41a0f8,1557193121.109,1557193122.07,0,0,1557193121.07,1557193121.071,1557193121.071,1557193122.024,1557193121.072,1557193121.185,1557193121.185,1557193122.024,1557193122.024,1557193122.024,0.960999965667725,0,0.00100016593933105,0.953,0.113,0.000,0.839,0.001,0.960999965667725,0.840
1-5cd0e2ac-b68c964e0461d7aa1297c80c,cf868276-a1da-4519-8fb4-3cb8b4d80d47,1557193388.948,1557193389.994,0,0,1557193388.902,1557193388.902,1557193388.903,1557193389.925,1557193388.903,1557193388.951,1557193388.951,1557193389.925,1557193389.926,1557193389.926,1.046,0,0.000,1.022,0.048,0.000,0.974,0.000,1.0460000038147,0.974
1-5cd0e266-663691c4bb525f7450904be0,d1f3b245-ec69-44f3-8426-f0d558dc7199,1557193318.403,1557193318.731,0,0,1557193318.363,1557193318.364,1557193318.366,1557193318.685,1557193318.366,1557193318.403,1557193318.403,1557193318.685,1557193318.685,1557193318.686,0.328,0,0.001,0.319,0.037,0.001,0.282,0.000,0.327999830245972,0.282
1-5cd0e150-7a7c71a8970fc320209a8e38,95605c4b-a153-4fab-a78e-a6cbe5508676,1557193040.58,1557193040.788,0,0,1557193040.54,1557193040.54,1557193040.541,1557193040.726,1557193040.541,1557193040.59,1557193040.59,1557193040.726,1557193040.742,1557193040.743,0.208000183105469,0,0.00,0.185,0.0490000247955322,0.001,0.136000156402588,0,0.208000183105469,0.136000156402588
1-5cd0e257-bc9a4da6e017120a1a0b722e,1643e552-7729-47dc-b049-98e1ece2ed40,1557193303.083,1557193303.189,0,0,1557193303.063,1557193303.064,1557193303.065,1557193303.144,1557193303.065,1557193303.123,1557193303.123,1557193303.144,1557193303.144,1557193303.145,0.106,0,0.001,0.079,0.058,0.001,0.021,0.000,0.105999946594238,0.021
1-5cd0e249-3e761df831663828841681ec,12244999-8ef7-408c-bebb-d761dd8097ca,1557193289.516,1557193289.689,0,0,1557193289.482,1557193289.482,1557193289.483,1557193289.643,1557193289.484,1557193289.524,1557193289.524,1557193289.643,1557193289.644,1557193289.644,0.173,0,0.000,0.160,0.040,0.000,0.119,0.001,0.172999858856201,0.120
1-5cd0e285-d555eb90290182a01b893c80,c05aa86c-2abe-4d95-add1-d81ef19c3715,1557193349.103,1557193349.168,0,0,1557193349.063,1557193349.063,1557193349.064,1557193349.11,1557193349.065,1557193349.089,1557193349.09,1557193349.11,1557193349.123,1557193349.123,0.065,0,0.000,0.0460000038146973,0.024,0.000,0.02,0.00200009346008301,0.065000057220459,0.0220000743865967
1-5cd0e1e9-5c0430b88b7af15fcb552921,97820a08-e54d-4134-8312-96d7ff9624ba,1557193193.704,1557193193.809,0,0,1557193193.665,1557193193.666,1557193193.666,1557193193.764,1557193193.683,1557193193.719,1557193193.719,1557193193.764,1557193193.765,1557193193.765,0.105,0,0.001,0.098,0.036,0.000,0.045,0.017,0.105000019073486,0.062
1-5cd0e2e5-44bfbf206d2013101a6292c8,255a6c4e-2aaf-405c-92f2-6fbefd2582a0,1557193445.233,1557193445.949,0,0,1557193445.195,1557193445.195,1557193445.196,1557193445.844,1557193445.196,1557193445.256,1557193445.256,1557193445.844,1557193445.883,1557193445.903,0.716,0,0.000,0.648,0.060,0.020,0.588,0.000,0.715999841690063,0.588
1-5cd0e2f4-6a37bc70b7d2987094ece068,a327c711-aa5d-4fa5-9f05-2fd0a7e9b066,1557193460.085,1557193460.59,0,0,1557193460.043,1557193460.044,1557193460.044,1557193460.543,1557193460.045,1557193460.089,1557193460.089,1557193460.543,1557193460.544,1557193460.544,0.504999876022339,0,0.001,0.499,0.044,0.000,0.454,0.001,0.504999876022339,0.455
1-5cd0e267-f6898c64a47e92185812a4b6,d2a4f805-de46-4f60-9c7f-43e523b5b4ab,1557193319.807,1557193320.349,0,0,1557193319.782,1557193319.783,1557193319.783,1557193320.285,1557193319.784,1557193319.819,1557193319.819,1557193320.285,1557193320.285,1557193320.303,0.542,0,0.001,0.502,0.035,0.018,0.466,0.001,0.54200005531311,0.467
1-5cd0e156-5f00069c90e52824606d3a04,d3a558eb-4ae4-4b97-879b-cbbae127e9fa,1557193046.96,1557193047.485,0,0,1557193046.923,1557193046.924,1557193046.924,1557193047.422,1557193046.925,1557193046.985,1557193046.985,1557193047.422,1557193047.423,1557193047.426,0.524999856948853,0,0.001,0.498,0.060,0.003,0.437,0.001,0.524999856948853,0.438
1-5cd0e275-6a7c3df0d84c9af4781f26a8,6d4d56d9-8fd3-4d59-9991-1a2056029eab,1557193333.077,1557193333.428,0,0,1557193333.037,1557193333.038,1557193333.038,1557193333.382,1557193333.038,1557193333.077,1557193333.077,1557193333.37,1557193333.383,1557193333.383,0.351,0,0.001,0.344,0.039,0.000,0.292999982833862,0.0120000839233398,0.351000070571899,0.305
1-5cd0e2a0-ee211030d394d14488077066,0017b498-2268-467e-aa40-4cd70b295dbf,1557193376.705,1557193377.729,0,0,1557193376.666,1557193376.667,1557193376.667,1557193377.685,1557193376.668,1557193376.715,1557193376.715,1557193377.685,1557193377.685,1557193377.685,1.024,0,0.001,1.018,0.047,0.000,0.970,0.001,1.02400016784668,0.971
1-5cd0e167-95e3c6ac56718bbb51431bd9,627786db-e92d-42d1-a20c-b72e33bd0930,1557193063.677,1557193063.886,0,0,1557193063.64,1557193063.64,1557193063.64,1557193063.843,1557193063.641,1557193063.71,1557193063.71,1557193063.843,1557193063.843,1557193063.843,0.209,0,0.00,0.202999830245972,0.0690000057220459,0.000,0.132999897003174,0.000999927520751953,0.208999872207642,0.133999824523926
1-5cd0e1cc-075c442528d44f7e72d29b33,ece23433-07b1-4876-bb0a-899b423911c9,1557193164.961,1557193166.168,0,0,1557193164.923,1557193164.923,1557193164.924,1557193166.123,1557193164.924,1557193164.999,1557193164.999,1557193166.123,1557193166.124,1557193166.124,1.207,0,0.000,1.199,0.075,0.000,1.124,0.000,1.20700001716614,1.124
1-5cd0e161-eb23b6456f8a64a523b9572d,71b8e60d-fa75-4be5-bad4-386a95c67e7a,1557193057.623,1557193058.944,0,0,1557193057.591,1557193057.591,1557193057.592,1557193058.903,1557193057.592,1557193057.635,1557193057.635,1557193058.903,1557193058.903,1557193058.904,1.321,0,0.000,1.311,0.043,0.001,1.268,0.000,1.32100009918213,1.268
1-5cd0e13b-40b1533f5e3311b96771aef1,6be74021-255b-4df0-89b6-5d1641144b31,1557193019.175,1557193019.445,0,0,1557193019.138,1557193019.138,1557193019.139,1557193019.385,1557193019.14,1557193019.163,1557193019.163,1557193019.385,1557193019.386,1557193019.386,0.270,0,0.000,0.246,0.0230000019073486,0.000,0.222,0.00100016593933105,0.269999980926514,0.223000049591064
1-5cd0e26b-06ffecacca6896386ddacd5c,0b91bb6d-9732-4bfa-93e3-66456993c98a,1557193323.404,1557193323.449,0,0,1557193323.365,1557193323.365,1557193323.366,1557193323.404,1557193323.367,1557193323.391,1557193323.391,1557193323.404,1557193323.404,1557193323.404,0.045,0,0.000,0.038,0.024,0.000,0.013,0.001,0.0449998378753662,0.014
1-5cd0e2f2-422335219c92efc51b97d784,8559818f-e0d1-405e-8cf8-4b30066d99d6,1557193458.928,1557193459.012,0,0,1557193458.889,1557193458.903,1557193458.903,1557193458.964,1557193458.904,1557193458.94,1557193458.94,1557193458.964,1557193458.965,1557193458.965,0.084,0,0.014,0.061,0.0360000133514404,0.000,0.0239999294281006,0.000999927520751953,0.0840001106262207,0.0249998569488525
1-5cd0e225-5032f4882bbb5bc0b629f948,f10abef1-d3d7-44c8-97ad-473ecfadf0e9,1557193253.626,1557193254.029,0,0,1557193253.588,1557193253.588,1557193253.588,1557193253.984,1557193253.589,1557193253.621,1557193253.621,1557193253.984,1557193253.985,1557193253.985,0.403,0,0.000,0.396,0.032,0.000,0.363,0.001,0.403000116348267,0.364
1-5cd0e2cf-fde80f28b81606b0eb6efae2,e108228c-3c60-485c-a5f3-1a235299ba46,1557193423.408,1557193424.369,0,0,1557193423.367,1557193423.368,1557193423.368,1557193424.308,1557193423.369,1557193423.407,1557193423.407,1557193424.308,1557193424.309,1557193424.322,0.961,0,0.001,0.940,0.038,0.013,0.901,0.001,0.960999965667725,0.902
1-5cd0e232-eaeda1402e4fb470a339c960,cfc6c89a-6b7a-4f52-ab37-8950a6234776,1557193266.508,1557193267.909,0,0,1557193266.469,1557193266.469,1557193266.47,1557193267.862,1557193266.47,1557193266.532,1557193266.532,1557193267.862,1557193267.863,1557193267.864,1.401,0,0.000,1.39199995994568,0.062000036239624,0.001,1.330,0,1.40100002288818,1.32999992370605
1-5cd0e168-9b8986700443799047259990,27612c21-c182-4689-8525-900a50b5b749,1557193064.954,1557193065.044,0,0,1557193064.917,1557193064.918,1557193064.918,1557193064.985,1557193064.919,1557193064.975,1557193064.975,1557193064.985,1557193065.002,1557193065.003,0.090,0,0.001,0.067,0.056,0.001,0.010,0.001,0.0899999141693115,0.011
1-5cd0e192-a4d3cc6800ba2da4b8a3a90c,ad81f667-2087-4a27-a067-3ef5a7a8f363,1557193106.199,1557193106.332,0,0,1557193106.162,1557193106.162,1557193106.163,1557193106.288,1557193106.163,1557193106.187,1557193106.187,1557193106.288,1557193106.289,1557193106.289,0.133,0,0.000,0.125,0.024,0.000,0.101,0.000,0.133000135421753,0.101
1-5cd0e2d5-7dbb9e91fbd098b7b1a5bf19,7110a4b5-2299-47a4-aa3d-48cc7b954c0b,1557193429.96,1557193430.028,0,0,1557193429.92,1557193429.92,1557193429.921,1557193429.963,1557193429.921,1557193429.956,1557193429.956,1557193429.963,1557193429.982,1557193429.983,0.0680000782012939,0,0.00,0.042,0.035,0.001,0.007,0.000,0.0680000782012939,0.007
1-5cd0e184-5e3773249dbcb790d8e36cde,d93a863b-e46b-4470-acae-b6502ca9a13a,1557193092.178,1557193092.448,0,0,1557193092.139,1557193092.139,1557193092.14,1557193092.386,1557193092.141,1557193092.189,1557193092.189,1557193092.386,1557193092.403,1557193092.403,0.270,0,0.000,0.245999813079834,0.048,0.000,0.197,0.000999927520751953,0.269999980926514,0.197999954223633
1-5cd0e282-16b134f589fff577d9aadb78,a1d647eb-0eff-4fae-b8f2-bbe5dc25cc72,1557193346.372,1557193346.732,0,0,1557193346.33,1557193346.33,1557193346.331,1557193346.683,1557193346.331,1557193346.353,1557193346.353,1557193346.683,1557193346.684,1557193346.684,0.360,0,0.00,0.352,0.022,0.000,0.330,0.000,0.360000133514404,0.330
1-5cd0e241-61f293f0baf9e53bdb6b5b94,abf237bc-4495-44e2-a36d-2ad7d28d9676,1557193281.898,1557193283.17,0,0,1557193281.859,1557193281.859,1557193281.86,1557193283.125,1557193281.86,1557193281.9,1557193281.9,1557193283.125,1557193283.125,1557193283.126,1.2720000743866,0,0.000,1.26500010490417,0.0400002002716064,0.001,1.22499990463257,0,1.2720000743866,1.22499990463257
1-5cd0e206-b5469e3ce4b226a86f784b30,66828528-8523-4b3b-813d-23e4ffce2f67,1557193223.008,1557193224.307,0,0,1557193222.969,1557193222.97,1557193222.97,1557193224.263,1557193222.971,1557193223.006,1557193223.007,1557193224.263,1557193224.263,1557193224.264,1.299,0,0.000999927520751953,1.29299998283386,0.035,0.001,1.256,0.00199985504150391,1.29900002479553,1.25799989700317
1-5cd0e1f9-88172ab8337803bc45e6362a,2e1eadb4-6621-4ddc-af93-8c0ff38a3f51,1557193209.902,1557193210.8,0,0,1557193209.864,1557193209.864,1557193209.864,1557193210.685,1557193209.865,1557193209.921,1557193209.921,1557193210.685,1557193210.703,1557193210.703,0.898000001907349,0,0.000,0.821,0.056,0.000,0.764,0.001,0.898000001907349,0.765
1-5cd0e1be-ae9a67d1b30a965d40d5a4de,8e52384c-d96b-4e98-84c5-b67b86d89a51,1557193150.593,1557193151.487,0,0,1557193150.556,1557193150.556,1557193150.556,1557193151.443,1557193150.557,1557193150.632,1557193150.633,1557193151.443,1557193151.444,1557193151.444,0.894,0,0.000,0.887,0.075,0.000,0.810,0.002,0.894000053405762,0.812
1-5cd0e1c9-cc91986e620aa0a90aff6204,a899c2ba-9463-429d-a905-9a298cd28fcf,1557193161.689,1557193162.068,0,0,1557193161.652,1557193161.653,1557193161.653,1557193162.023,1557193161.654,1557193161.664,1557193161.665,1557193162.023,1557193162.024,1557193162.024,0.379,0,0.001,0.370,0.010,0.000,0.358,0.002,0.379000186920166,0.360
1-5cd0e128-d5fa03bc83788b08a13ed64c,5e98bd75-d4f6-4363-89a5-d9fd6d24b528,1557193000.841,1557193001.613,0,0,1557193000.803,1557193000.804,1557193000.804,1557193001.569,1557193000.805,1557193000.901,1557193000.901,1557193001.569,1557193001.569,1557193001.57,0.772,0,0.001,0.765,0.096,0.000999927520751953,0.668,0.001,0.771999835968018,0.669
1-5cd0e2a4-8325d97e7a63c1d700390446,39c3a78c-10bc-4989-a50f-a8abeaf9e1ff,1557193380.2,1557193381.55,0,0,1557193380.162,1557193380.162,1557193380.162,1557193381.504,1557193380.163,1557193380.238,1557193380.238,1557193381.503,1557193381.504,1557193381.504,1.34999990463257,0,0.000,1.342,0.075,0.000,1.265,0.002,1.34999990463257,1.267
1-5cd0e199-33bd1fa8ad8a55207c586008,05b8b8e9-e375-40c4-aefa-de21e33b6bbf,1557193113.425,1557193113.785,0,0,1557193113.388,1557193113.388,1557193113.389,1557193113.724,1557193113.389,1557193113.448,1557193113.448,1557193113.724,1557193113.742,1557193113.743,0.360,0,0.000,0.335,0.059,0.001,0.276,0.000,0.360000133514404,0.276
1-5cd0e22a-29a091c678be76105e675a7a,9d805537-6969-474b-9c29-d8c53ed37465,1557193258.663,1557193259.696,0,0,1557193258.622,1557193258.622,1557193258.623,1557193259.647,1557193258.623,1557193258.636,1557193258.636,1557193259.647,1557193259.648,1557193259.648,1.033,0,0.000,1.024,0.013,0.000,1.011,0.000,1.03299999237061,1.011
1-5cd0e1c8-cbc7d92ed43f615861a6655e,d5e51828-aeff-4c37-b543-1cdb136582b0,1557193160.065,1557193160.608,0,0,1557193160.035,1557193160.035,1557193160.036,1557193160.563,1557193160.036,1557193160.095,1557193160.095,1557193160.563,1557193160.564,1557193160.564,0.543,0,0.000,0.527,0.059,0.000,0.468,0.000,0.542999982833862,0.468
1-5cd0e1ab-5a7d9720d2c33cc08bc88148,c5a098e3-89ad-4172-8e5d-6bff97293414,1557193131.305,1557193131.949,0,0,1557193131.268,1557193131.268,1557193131.268,1557193131.905,1557193131.269,1557193131.373,1557193131.374,1557193131.905,1557193131.906,1557193131.906,0.644,0,0.000,0.637,0.104,0.000,0.531,0.002,0.643999814987183,0.533
1-5cd0e2c7-c21b25fb17a803d912b084a8,47db7d59-d532-43aa-bb6f-14fa86df632b,1557193415.67,1557193416.47,0,0,1557193415.629,1557193415.629,1557193415.63,1557193416.406,1557193415.63,1557193415.695,1557193415.695,1557193416.406,1557193416.422,1557193416.423,0.80,0,0.000,0.775999784469604,0.0649998188018799,0.001,0.711,0,0.799999952316284,0.710999965667725
1-5cd0e16b-52a8c0b21c42adc18a371c3f,29f36ea9-8d9c-49a0-95a8-e23e9f567522,1557193067.963,1557193069.428,0,0,1557193067.926,1557193067.927,1557193067.927,1557193069.384,1557193067.927,1557193068.051,1557193068.051,1557193069.384,1557193069.385,1557193069.385,1.465,0,0.001,1.457,0.124,0.000,1.333,0.000,1.46499991416931,1.333
1-5cd0e2be-0dcea9680244380826008a38,45c15a71-d4bd-4ef8-a79a-098b3ee06457,1557193406.09,1557193407.208,0,0,1557193406.063,1557193406.083,1557193406.123,1557193407.146,1557193406.143,1557193406.274,1557193406.274,1557193407.146,1557193407.147,1557193407.147,1.11800003051758,0,0.020,1.023,0.131,0.000,0.872,0.020,1.11800003051758,0.892
1-5cd0e211-9c061604060caa92740efb68,59e409b1-76fb-4eb9-895a-e317277a7665,1557193233.461,1557193234.827,0,0,1557193233.422,1557193233.423,1557193233.423,1557193234.764,1557193233.424,1557193233.469,1557193233.469,1557193234.764,1557193234.764,1557193234.765,1.366,0,0.001,1.341,0.045,0.001,1.295,0.001,1.3659999370575,1.296
1-5cd0e1c0-2dd6de7b7785bf7b526e2223,3cb2a00c-64e5-422a-a6bd-34ba669b7f9c,1557193152.65,1557193153.746,0,0,1557193152.614,1557193152.615,1557193152.615,1557193153.685,1557193152.616,1557193152.654,1557193152.655,1557193153.685,1557193153.686,1557193153.702,1.09599995613098,0,0.001,1.070,0.038,0.016,1.030,0.002,1.09599995613098,1.032
1-5cd0e23e-bc5a6a4d0069e1a4c6171863,fb46b39e-7d3c-4c99-ba8f-9f8348438b8c,1557193278.769,1557193279.691,0,0,1557193278.727,1557193278.727,1557193278.728,1557193279.629,1557193278.728,1557193278.788,1557193278.788,1557193279.629,1557193279.629,1557193279.642,0.922,0,0.000,0.901,0.060,0.013,0.841,0.000,0.921999931335449,0.841
1-5cd0e227-13454fc67dbc22bae420d5d7,556454b0-8710-4132-b427-3872980b0d55,1557193255.124,1557193256.209,0,0,1557193255.084,1557193255.084,1557193255.084,1557193256.144,1557193255.085,1557193255.13,1557193255.13,1557193256.144,1557193256.162,1557193256.163,1.085,0,0.000,1.060,0.0450000762939453,0.001,1.01399993896484,0.000999927520751953,1.08500003814697,1.0149998664856
1-5cd0e2d2-d12c87e26779fce443dc0c7c,faa75d5c-cc7e-4efe-bebb-eee4bb7204a6,1557193426.884,1557193427.709,0,0,1557193426.843,1557193426.843,1557193426.844,1557193427.645,1557193426.844,1557193426.868,1557193426.868,1557193427.645,1557193427.646,1557193427.662,0.825,0,0.000,0.801,0.024,0.016,0.777,0.000,0.825000047683716,0.777
1-5cd0e258-8bccd8e262aa0efa5aedee20,48aa87b4-e606-4c7e-b163-b0e09778b4fa,1557193304.264,1557193304.468,0,0,1557193304.225,1557193304.226,1557193304.227,1557193304.422,1557193304.227,1557193304.257,1557193304.258,1557193304.422,1557193304.423,1557193304.423,0.204,0,0.001,0.195,0.030,0.000,0.164,0.001,0.203999996185303,0.165
1-5cd0e1b3-f6b902a33a66b4cd007a0d64,cccd69ab-8bdf-466e-90a5-e6fd54705d7c,1557193139.309,1557193140.546,0,0,1557193139.273,1557193139.274,1557193139.274,1557193140.485,1557193139.283,1557193139.327,1557193139.327,1557193140.485,1557193140.486,1557193140.502,1.237,0,0.001,1.211,0.044,0.016,1.158,0.009,1.23699998855591,1.167
1-5cd0e17e-6eb2b15d41a5327261d89d3a,ee64755e-146d-4388-894b-690e39377558,1557193086.123,1557193087.53,0,0,1557193086.088,1557193086.088,1557193086.089,1557193087.487,1557193086.089,1557193086.157,1557193086.157,1557193087.487,1557193087.487,1557193087.488,1.40700006484985,0,0.000,1.398,0.068,0.001,1.330,0.000,1.40700006484985,1.330
1-5cd0e223-270f7f67baea69d0e4ce1269,a027bbd4-2456-43ab-b362-6529ba686a0e,1557193251.364,1557193252.549,0,0,1557193251.323,1557193251.324,1557193251.324,1557193252.487,1557193251.325,1557193251.359,1557193251.36,1557193252.487,1557193252.488,1557193252.488,1.185,0,0.001,1.163,0.034,0.000,1.12700009346008,0.00200009346008301,1.18499994277954,1.129
1-5cd0e13e-8ffb564c9fe2041e206d90e0,3c81d873-eb01-4f4d-bbca-a20b8a057bcb,1557193022.782,1557193023.865,0,0,1557193022.747,1557193022.748,1557193022.748,1557193023.806,1557193022.749,1557193022.823,1557193022.823,1557193023.805,1557193023.806,1557193023.823,1.083,0,0.001,1.058,0.074,0.017,0.982,0.002,1.08299994468689,0.984
1-5cd0e180-b3aec1dc231715bce5c4ee4c,b64c31ab-5f13-442b-bbee-f345dbe5d8ba,1557193088.603,1557193089.626,0,0,1557193088.568,1557193088.568,1557193088.569,1557193089.563,1557193088.569,1557193088.734,1557193088.734,1557193089.563,1557193089.583,1557193089.583,1.023,0,0.000,0.994,0.165,0.000,0.829,0.000,1.02300000190735,0.829
1-5cd0e151-fdf29f61339d48a4699fc536,8de6118f-463b-42d8-a0a8-acc8d154317c,1557193041.861,1557193042.352,0,0,1557193041.824,1557193041.824,1557193041.824,1557193042.308,1557193041.825,1557193041.866,1557193041.867,1557193042.308,1557193042.309,1557193042.309,0.491,0,0.000,0.484,0.041,0.000,0.441,0.002,0.490999937057495,0.443
1-5cd0e2b5-bcd5cc4e4d35b6e020a1fd28,0d965cd3-4ec1-4db2-af3c-a7df1b0cbee5,1557193397.187,1557193397.333,0,0,1557193397.143,1557193397.144,1557193397.144,1557193397.266,1557193397.145,1557193397.176,1557193397.176,1557193397.266,1557193397.283,1557193397.283,0.146,0,0.001,0.122,0.031,0.000,0.090,0.001,0.145999908447266,0.091
1-5cd0e27b-9c588dadd027e7d6a8fc9606,c496e517-a0cc-403d-8f73-7df6dc4efe63,1557193339.946,1557193340.146,0,0,1557193339.91,1557193339.911,1557193339.911,1557193340.103,1557193339.912,1557193339.953,1557193339.953,1557193340.102,1557193340.103,1557193340.103,0.200,0,0.000999927520751953,0.192,0.041,0.000,0.149,0.002,0.199999809265137,0.151
1-5cd0e1de-f249be24c70e0b48c5e5fccc,6794c430-acc2-485d-ab89-d645b5935061,1557193182.752,1557193182.911,0,0,1557193182.713,1557193182.714,1557193182.714,1557193182.865,1557193182.723,1557193182.754,1557193182.754,1557193182.865,1557193182.866,1557193182.866,0.159,0,0.001,0.151,0.031,0.000,0.111,0.009,0.158999919891357,0.120
1-5cd0e255-a4140c54a5dcd6844477f3c0,9938d9ea-c3d3-425c-b230-63b748be71ea,1557193301.945,1557193302.008,0,0,1557193301.907,1557193301.908,1557193301.908,1557193301.945,1557193301.909,1557193301.936,1557193301.936,1557193301.945,1557193301.963,1557193301.963,0.063,0,0.001,0.037,0.027,0.000,0.009,0.001,0.062999963760376,0.010
1-5cd0e238-8fd980ddac206a398f86e254,d2a649b4-54cd-4cc7-9783-0092d6dec283,1557193272.69,1557193274.091,0,0,1557193272.652,1557193272.652,1557193272.653,1557193274.046,1557193272.653,1557193272.778,1557193272.778,1557193274.045,1557193274.046,1557193274.047,1.40100002288818,0,0.000,1.393,0.125,0.001,1.267,0.001,1.40100002288818,1.268
1-5cd0e1f1-735df415f2864dfd5381fd71,10f177ba-19a0-4c34-bde1-e25117b5cdb6,1557193201.209,1557193201.308,0,0,1557193201.17,1557193201.171,1557193201.171,1557193201.263,1557193201.172,1557193201.223,1557193201.223,1557193201.262,1557193201.263,1557193201.263,0.099,0,0.000999927520751953,0.092,0.051,0.000,0.039,0.002,0.0989999771118164,0.041
1-5cd0e158-6ce9288095095740bfcb0b00,4e6cdf83-43f6-428d-87e0-967126791edd,1557193048.579,1557193048.79,0,0,1557193048.54,1557193048.54,1557193048.541,1557193048.744,1557193048.541,1557193048.578,1557193048.579,1557193048.744,1557193048.744,1557193048.744,0.210999965667725,0,0.00,0.203,0.037,0.000,0.165,0.001,0.210999965667725,0.166
1-5cd0e2fc-ddfd6b98e141111c12aab714,bbbcc210-8a18-48c0-99f1-8812e3ce9c86,1557193468.627,1557193468.829,0,0,1557193468.588,1557193468.589,1557193468.589,1557193468.764,1557193468.59,1557193468.633,1557193468.633,1557193468.764,1557193468.782,1557193468.783,0.202,0,0.001,0.175,0.0429999828338623,0.001,0.131,0.000999927520751953,0.20199990272522,0.131999969482422
1-5cd0e18c-e611bdba2cbe64be292656ae,9a8e5098-8b58-48ad-8ecb-35b8d6b3876d,1557193100.129,1557193100.171,0,0,1557193100.092,1557193100.092,1557193100.092,1557193100.128,1557193100.093,1557193100.123,1557193100.123,1557193100.128,1557193100.129,1557193100.129,0.042,0,0.000,0.036,0.030,0.000,0.005,0.001,0.0420000553131104,0.006
1-5cd0e173-67b1b67c875ea98080a734d2,da70ccd4-5047-408f-9d97-dd793d398c9d,1557193075.884,1557193076.848,0,0,1557193075.849,1557193075.849,1557193075.85,1557193076.804,1557193075.851,1557193075.888,1557193075.888,1557193076.804,1557193076.804,1557193076.805,0.964,0,0.000,0.953999996185303,0.037,0.001,0.916,0.00100016593933105,0.96399998664856,0.91700005531311
1-5cd0e23c-b25ca65fdac4048f565cb217,194deeae-d9ed-4a08-b5bf-2b86cd368a52,1557193276.61,1557193277.691,0,0,1557193276.569,1557193276.57,1557193276.57,1557193277.644,1557193276.571,1557193276.631,1557193276.631,1557193277.644,1557193277.645,1557193277.645,1.08100008964539,0,0.000999927520751953,1.07400012016296,0.060,0.000,1.013,0.00100016593933105,1.08100008964539,1.01400017738342
1-5cd0e247-b87df75eddd9c76420667ba8,9c488459-175b-46db-b8d5-1af2535c0f19,1557193287.081,1557193287.208,0,0,1557193287.041,1557193287.041,1557193287.042,1557193287.149,1557193287.043,1557193287.11,1557193287.11,1557193287.149,1557193287.162,1557193287.163,0.127,0,0.000,0.107,0.0669999122619629,0.001,0.0390000343322754,0.000999927520751953,0.126999855041504,0.0399999618530273
1-5cd0e2fb-6c4ff114b83ab924a7c17018,4222c979-e177-470d-9d14-04b32817c197,1557193467.32,1557193467.552,0,0,1557193467.279,1557193467.28,1557193467.28,1557193467.505,1557193467.281,1557193467.292,1557193467.292,1557193467.504,1557193467.505,1557193467.505,0.232000112533569,0,0.000999927520751953,0.225000143051147,0.011,0.000,0.212,0.00200009346008301,0.232000112533569,0.21399998664856
1-5cd0e1df-33cf59949b4d3e3c4d3f8d6c,dfb7ff63-5175-4f24-93b8-1e2dd1dc4915,1557193184.009,1557193184.832,0,0,1557193183.966,1557193183.967,1557193183.967,1557193184.766,1557193183.968,1557193184.018,1557193184.018,1557193184.766,1557193184.783,1557193184.783,0.823,0,0.001,0.799,0.050,0.000,0.748,0.001,0.822999954223633,0.749
1-5cd0e17b-7427ffa85f25afa869c69d50,56ddb278-a5de-4538-bf5e-7072de10a602,1557193083.336,1557193083.605,0,0,1557193083.303,1557193083.303,1557193083.304,1557193083.548,1557193083.305,1557193083.38,1557193083.38,1557193083.548,1557193083.549,1557193083.549,0.269,0,0.000,0.244,0.0750000476837158,0.000,0.167999982833862,0.00100016593933105,0.269000053405762,0.169000148773193
1-5cd0e2de-65ec6d9e34dfae4a6fac3dea,b9f8f467-ff94-4cf6-b8bd-3cd0e623f994,1557193438.282,1557193439.629,0,0,1557193438.241,1557193438.242,1557193438.242,1557193439.564,1557193438.243,1557193438.306,1557193438.306,1557193439.564,1557193439.565,1557193439.566,1.347,0,0.001,1.322,0.063,0.001,1.258,0.001,1.34699988365173,1.259
1-5cd0e12a-5042ba5685a31edc70fedd02,0eb730df-d466-4109-826c-a7bab0097172,1557193002.7,1557193002.903,0,0,1557193002.665,1557193002.666,1557193002.666,1557193002.845,1557193002.666,1557193002.724,1557193002.724,1557193002.845,1557193002.846,1557193002.846,0.203000068664551,0,0.001,0.179,0.058,0.000,0.121,0.000,0.203000068664551,0.121
