x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3
1-5cdb916c-2fc963684403fd0008299ad0,7dbe022c-9cd3-4d5e-b58a-236df68a100e,1557893484.199,1557893489.701,0,0,1557893484.258,1557893484.258,1557893484.259,1557893489.737,1557893484.272,1557893484.331,1557893484.331,1557893489.737,1557893489.752,1557893489.752,5.502,0,0.000,5.478,0.059,0.000,5.406,0.013,5.50200009346008,5.419
1-5cdb8f65-0ebd0900a5af589fe1679c9c,3f953057-650c-4d3a-b108-0521adcf1949,1557892965.977,1557892974.069,0,0,1557892966.032,1557892966.032,1557892966.033,1557892974.116,1557892966.033,1557892966.088,1557892966.088,1557892974.116,1557892974.117,1557892974.117,8.092,0,0.000,8.083,0.055,0.000,8.028,0.000,8.09200000762939,8.028
1-5cdb926e-3b7607c63a0f8fc8e7ae550c,9efc9817-5884-444b-a840-e1db93d44449,1557893742.638,1557893744.441,0,0,1557893742.701,1557893742.701,1557893742.702,1557893744.493,1557893742.702,1557893742.864,1557893742.864,1557893744.493,1557893744.494,1557893744.494,1.803,0,0.000,1.791,0.162,0.000,1.629,0.000,1.80299997329712,1.629
1-5cdb8ef6-b51f8f30cfa72db025f4cd30,99b66fb3-25df-44ba-9c9b-f2a3ab3725bb,1557892854.588,1557892856.684,0,0,1557892854.643,1557892854.643,1557892854.643,1557892856.713,1557892854.644,1557892854.689,1557892854.69,1557892856.713,1557892856.714,1557892856.714,2.096,0,0.000,2.070,0.045,0.000,2.02300000190735,0.00200033187866211,2.09599995613098,2.025
1-5cdb95d9-55057cd97e7c3f52add15182,ac96c453-979f-4db8-a840-ad8b4e77ea58,1557894617.813,1557894623.217,0,0,1557894617.88,1557894617.88,1557894617.881,1557894623.276,1557894617.881,1557894617.926,1557894617.927,1557894623.276,1557894623.277,1557894623.277,5.404,0,0.00,5.395,0.045,0.000,5.349,0.001,5.40400004386902,5.350
1-5cdb93c0-8001c3d816171d6c526f7ea7,f568c734-8ec0-461f-b1f9-f3f31427f8db,1557894080.763,1557894087.676,0,0,1557894080.825,1557894080.825,1557894080.826,1557894087.715,1557894080.826,1557894080.899,1557894080.9,1557894087.715,1557894087.732,1557894087.732,6.913,0,0.000,6.889,0.073,0.000,6.81499981880188,0.00100016593933105,6.91300010681152,6.816
1-5cdb9173-4b24d0002df49a007943d680,133fa2c1-183c-4b81-80d3-e32010b5a244,1557893491.278,1557893493.26,0,0,1557893491.337,1557893491.337,1557893491.338,1557893493.297,1557893491.338,1557893491.475,1557893491.475,1557893493.297,1557893493.298,1557893493.298,1.98199987411499,0,0.000,1.959,0.137,0.000,1.822,0.000,1.98199987411499,1.822
1-5cdb9572-4d303d30ba2792c0862414d8,a33ecea4-48d9-4a6a-8d11-24604bb196c6,1557894514.092,1557894519.559,0,0,1557894514.159,1557894514.159,1557894514.159,1557894519.617,1557894514.16,1557894514.204,1557894514.204,1557894519.617,1557894519.618,1557894519.618,5.467,0,0.000,5.458,0.0439999103546143,0.000,5.413,0.00100016593933105,5.46700000762939,5.41400027275085
1-5cdb957c-9a6db9b2260dad129767aa2c,d94f2586-1369-4049-984b-39b654932062,1557894524.921,1557894532.577,0,0,1557894524.987,1557894524.988,1557894524.988,1557894532.635,1557894524.989,1557894525.041,1557894525.041,1557894532.635,1557894532.636,1557894532.636,7.656,0,0.001,7.647,0.052,0.000,7.594,0.001,7.65599989891052,7.595
1-5cdb9296-8a016c12be19f2a8337e6e3f,ea5db9e3-07d4-4356-92cf-9b44c4bf03e9,1557893782.664,1557893787.08,0,0,1557893782.724,1557893782.725,1557893782.725,1557893787.133,1557893782.726,1557893782.778,1557893782.778,1557893787.133,1557893787.133,1557893787.133,4.41599988937378,0,0.001,4.408,0.052,0.000,4.355,0.001,4.41599988937378,4.356
1-5cdb95d4-9b7668feae577f1505d581ba,586610db-f614-4371-a4f2-bd0f63a38914,1557894612.087,1557894616.198,0,0,1557894612.153,1557894612.153,1557894612.154,1557894616.257,1557894612.155,1557894612.333,1557894612.333,1557894616.257,1557894616.258,1557894616.258,4.111,0,0.000,4.103,0.178,0.000,3.924,0.001,4.11100006103516,3.925
1-5cdb95e9-a51afa1a097995308884207e,bd7ff0ca-b60c-46ee-9f4f-2504561948c7,1557894633.045,1557894634.992,0,0,1557894633.118,1557894633.119,1557894633.12,1557894635.033,1557894633.12,1557894633.185,1557894633.185,1557894635.033,1557894635.034,1557894635.034,1.947,0,0.001,1.91300010681152,0.065000057220459,0.000,1.848,0,1.94700002670288,1.84800004959106
1-5cdb9478-8dd0deae789a360e9105c4b4,31953653-d596-4e1a-aa76-d90acef8e643,1557894264.896,1557894267.096,0,0,1557894264.96,1557894264.96,1557894264.961,1557894267.152,1557894264.961,1557894265.025,1557894265.025,1557894267.152,1557894267.152,1557894267.153,2.200,0,0.00,2.191,0.064,0.001,2.127,0.000,2.20000004768372,2.127
1-5cdb906c-1ebf5fb2f78b3cb0885eb11a,cfa7da22-56d0-49e5-a822-f44154cb1b80,1557893228.466,1557893235.021,0,0,1557893228.523,1557893228.523,1557893228.524,1557893235.058,1557893228.524,1557893228.616,1557893228.617,1557893235.058,1557893235.072,1557893235.072,6.555,0,0.000,6.534,0.092,0.000,6.441,0.001,6.55499982833862,6.442
1-5cdb95ab-a0d78c0a70d438aece35a877,05859562-c30a-42fc-919a-42d0f2d68817,1557894571.017,1557894576.732,0,0,1557894571.091,1557894571.092,1557894571.092,1557894576.773,1557894571.093,1557894571.305,1557894571.305,1557894576.773,1557894576.774,1557894576.774,5.715,0,0.001,5.681,0.212,0.000,5.468,0.001,5.71500015258789,5.469
1-5cdb9415-4d603020f2cf3170ff65fc00,1b377f75-8409-46aa-887d-d95ccfed64d6,1557894165.173,1557894167.319,0,0,1557894165.239,1557894165.239,1557894165.24,1557894167.372,1557894165.24,1557894165.288,1557894165.288,1557894167.372,1557894167.373,1557894167.374,2.146,0,0.000,2.13199996948242,0.0480000972747803,0.001,2.084,0,2.14599990844727,2.08399987220764
1-5cdb947c-48465820105fc8807a3e84c8,02963824-ff89-40a0-8a3e-1ce3b7120904,1557894268.689,1557894273.095,0,0,1557894268.753,1557894268.754,1557894268.754,1557894273.152,1557894268.755,1557894268.81,1557894268.811,1557894273.151,1557894273.152,1557894273.153,4.406,0,0.001,4.398,0.054999828338623,0.001,4.340,0.00300025939941406,4.4060001373291,4.34300017356873
1-5cdb908f-bc5fb5ebb89183eb2e37f99d,2c7795de-9835-41a2-943e-6ea34b007067,1557893263.455,1557893267.608,0,0,1557893263.513,1557893263.513,1557893263.513,1557893267.657,1557893263.514,1557893263.568,1557893263.569,1557893267.656,1557893267.657,1557893267.657,4.153,0,0.000,4.144,0.054,0.000,4.087,0.003,4.15300011634827,4.090
1-5cdb93f7-46dec080c1fe6eff6c03271f,2c94db12-a8f0-4cdf-8810-09e4e6fb8285,1557894135.875,1557894140.637,0,0,1557894135.938,1557894135.939,1557894135.939,1557894140.692,1557894135.94,1557894135.999,1557894135.999,1557894140.692,1557894140.693,1557894140.694,4.762,0,0.001,4.753,0.0590000152587891,0.001,4.693,0.00100016593933105,4.76200008392334,4.69400000572205
1-5cdb8f3c-57a1729896059960dbaadb60,2d61e321-6f18-4208-b3ae-be0ed8b6e3bd,1557892924.985,1557892928.589,0,0,1557892925.046,1557892925.046,1557892925.047,1557892928.635,1557892925.047,1557892925.098,1557892925.098,1557892928.635,1557892928.636,1557892928.636,3.604,0,0.000,3.588,0.051,0.000,3.537,0.000,3.60400009155273,3.537
1-5cdb8f0e-6107c9c48596117a5a4fef65,b75a6de9-062f-4fa7-a41a-e3a27cc3a63e,1557892878.585,1557892883.204,0,0,1557892878.647,1557892878.647,1557892878.648,1557892883.234,1557892878.648,1557892878.715,1557892878.715,1557892883.234,1557892883.235,1557892883.235,4.619,0,0.000,4.586,0.067,0.000,4.519,0.000,4.61899995803833,4.519
1-5cdb9542-0d55b8437637ddca388a73fa,e1b3cb90-8275-4b7d-87e8-7252ea49fc7c,1557894466.83,1557894473.18,0,0,1557894466.895,1557894466.895,1557894466.896,1557894473.238,1557894466.896,1557894466.966,1557894466.967,1557894473.238,1557894473.238,1557894473.239,6.35,0,0.000,6.342,0.070,0.001,6.271,0.001,6.35000014305115,6.272
1-5cdb8f00-dda1798a3e024812033a1959,e9184616-ff26-46c1-95c1-bc26e5c7c039,1557892864.708,1557892870.567,0,0,1557892864.762,1557892864.763,1557892864.763,1557892870.613,1557892864.764,1557892864.926,1557892864.926,1557892870.613,1557892870.614,1557892870.614,5.859,0,0.001,5.850,0.162,0.000,5.687,0.001,5.85899996757507,5.688
1-5cdb954f-23898232c80a3b74e84eb49c,3163c780-09e6-4a48-ae49-f2ca5361adaf,1557894479.65,1557894485.116,0,0,1557894479.715,1557894479.716,1557894479.716,1557894485.173,1557894479.717,1557894479.766,1557894479.766,1557894485.173,1557894485.173,1557894485.174,5.46599984169006,0,0.001,5.457,0.049,0.001,5.407,0.001,5.46599984169006,5.408
1-5cdb8fb7-af70a5105e93be060e87a62c,e86a8834-74e3-41bd-9ca9-003a0e2fb94c,1557893047.778,1557893052.283,0,0,1557893047.834,1557893047.834,1557893047.834,1557893052.315,1557893047.835,1557893047.887,1557893047.887,1557893052.315,1557893052.332,1557893052.332,4.505,0,0.000,4.481,0.052,0.000,4.428,0.001,4.50499987602234,4.429
1-5cdb8fbd-ba47c66cbe40c1ecff3cac5c,78a7dd6f-a71a-4363-a9d7-101d138fcc35,1557893053.863,1557893055.745,0,0,1557893053.917,1557893053.918,1557893053.918,1557893055.773,1557893053.919,1557893053.991,1557893053.991,1557893055.773,1557893055.774,1557893055.793,1.882,0,0.001,1.855,0.072,0.019,1.782,0.001,1.88199996948242,1.783
1-5cdb9353-d15b83ad4b269540938efee7,c924db2b-e5cc-44a2-a844-92102cc3875b,1557893971.778,1557893979.919,0,0,1557893971.84,1557893971.84,1557893971.841,1557893979.973,1557893971.841,1557893971.896,1557893971.896,1557893979.973,1557893979.974,1557893979.975,8.141,0,0.00,8.132,0.055,0.001,8.077,0.000,8.14099979400635,8.077
1-5cdb9244-5fa7662e335a1faf475c3319,74c63045-bc72-49c1-ac3d-ca7ad3bab90a,1557893700.284,1557893704.06,0,0,1557893700.344,1557893700.344,1557893700.345,1557893704.112,1557893700.345,1557893700.403,1557893700.404,1557893704.112,1557893704.113,1557893704.113,3.77600002288818,0,0.000,3.767,0.058,0.000,3.708,0.001,3.77600002288818,3.709
1-5cdb936a-71fda14c33268fb0af6e511c,359ed318-6383-4a93-85d7-188aa68f703b,1557893994.038,1557893996.458,0,0,1557893994.109,1557893994.109,1557893994.11,1557893996.512,1557893994.111,1557893994.172,1557893994.172,1557893996.512,1557893996.513,1557893996.514,2.420,0,0.000,2.40200018882751,0.061,0.001,2.340,0.00100016593933105,2.41999983787537,2.34100031852722
1-5cdb931e-e36858e827c1e680121849ba,806e7875-cf51-4942-88f5-fe61ddf1fa21,1557893918.218,1557893922.457,0,0,1557893918.279,1557893918.28,1557893918.28,1557893922.479,1557893918.281,1557893918.318,1557893918.318,1557893922.479,1557893922.492,1557893922.492,4.239,0,0.000999927520751953,4.19900012016296,0.037,0.000,4.161,0.000999927520751953,4.23900008201599,4.16199994087219
1-5cdb92e7-b60ce3cf26b50b6de4dfd5e0,22660bc3-b4b0-4438-acf3-84340415135c,1557893863.476,1557893866.418,0,0,1557893863.536,1557893863.537,1557893863.537,1557893866.459,1557893863.538,1557893863.602,1557893863.602,1557893866.459,1557893866.459,1557893866.472,2.942,0,0.001,2.922,0.064,0.013,2.857,0.001,2.94199991226196,2.858
1-5cdb8f88-e4300dc0423459fac16b99f4,816d5324-45c9-4d60-8a4c-07d3ce27604c,1557893000.726,1557893004.986,0,0,1557893000.781,1557893000.781,1557893000.782,1557893005.033,1557893000.782,1557893000.95,1557893000.95,1557893005.033,1557893005.034,1557893005.034,4.260,0,0.000,4.251,0.167999982833862,0.000,4.08299994468689,0,4.25999999046326,4.08299994468689
1-5cdb8ef2-bed25033868ca86e6f272127,2ee4c572-f0f1-4568-a81c-9c7da8182a0b,1557892850.891,1557892852.967,0,0,1557892850.946,1557892850.946,1557892850.946,1557892853.013,1557892850.947,1557892851.01,1557892851.01,1557892853.013,1557892853.014,1557892853.014,2.076,0,0.000,2.067,0.062999963760376,0.000,2.00300002098083,0.000999927520751953,2.07599997520447,2.00399994850159
1-5cdb8f14-430ddcea6204de7611ea92f2,2a6090fc-592e-4e65-a9bd-dc9682d55ac3,1557892884.804,1557892891.085,0,0,1557892884.859,1557892884.86,1557892884.86,1557892891.132,1557892884.861,1557892884.896,1557892884.896,1557892891.132,1557892891.133,1557892891.133,6.281,0,0.000999927520751953,6.2720000743866,0.035,0.000,6.236,0.00100016593933105,6.2810001373291,6.23700022697449
1-5cdb9141-3b6bdffa96229aadec51c30b,1b90d633-7423-404c-951d-8fd8a0d1f083,1557893441.329,1557893444.76,0,0,1557893441.387,1557893441.388,1557893441.388,1557893444.794,1557893441.389,1557893441.435,1557893441.436,1557893444.794,1557893444.795,1557893444.795,3.43099999427795,0,0.001,3.406,0.046,0.000,3.358,0.002,3.43099999427795,3.360
1-5cdb9284-3a778a8414a155202c3aacac,7c453aca-8998-4000-bcf0-fad1567ea817,1557893764.517,1557893767.679,0,0,1557893764.577,1557893764.578,1557893764.578,1557893767.714,1557893764.579,1557893764.905,1557893764.905,1557893767.714,1557893767.715,1557893767.732,3.162,0,0.001,3.136,0.326,0.017,2.809,0.001,3.16199994087219,2.810
1-5cdb8f1c-6c3f03077546563b52d2cf93,8f6bd06d-f384-4445-8e30-2cf1bd073aa0,1557892892.685,1557892895.345,0,0,1557892892.739,1557892892.74,1557892892.74,1557892895.378,1557892892.741,1557892892.784,1557892892.785,1557892895.378,1557892895.379,1557892895.392,2.660,0,0.000999927520751953,2.63800001144409,0.043,0.013,2.593,0.00200009346008301,2.66000008583069,2.59500002861023
1-5cdb92bd-6d83d53ca6a36948f3b68c48,fa050ba2-2ca3-4a3a-93d3-c0a65f934a66,1557893821.56,1557893825,0,0,1557893821.621,1557893821.622,1557893821.622,1557893825.053,1557893821.623,1557893821.685,1557893821.686,1557893825.053,1557893825.054,1557893825.054,3.44000005722046,0,0.001,3.431,0.062,0.000,3.367,0.002,3.44000005722046,3.369
1-5cdb9275-cef87f4b2efdd687534d9854,38b120f4-38bc-4d7d-a81b-ba880d36ab7d,1557893749.824,1557893752.738,0,0,1557893749.885,1557893749.885,1557893749.885,1557893752.774,1557893749.886,1557893749.946,1557893749.946,1557893752.774,1557893752.775,1557893752.775,2.914,0,0.000,2.889,0.060,0.000,2.828,0.001,2.91400003433228,2.829
1-5cdb929c-bc6ca291958d3fd67532047a,52d8c731-af39-46ef-a113-18f5d39ab33d,1557893788.73,1557893791.222,0,0,1557893788.791,1557893788.792,1557893788.792,1557893791.273,1557893788.793,1557893788.833,1557893788.833,1557893791.273,1557893791.274,1557893791.276,2.49199986457825,0,0.001,2.481,0.040,0.002,2.440,0.001,2.49199986457825,2.441
1-5cdb9107-a105180017a63080cfdb1f00,8635a9a4-e6dd-429f-a9da-95689ff2165a,1557893383.539,1557893388.983,0,0,1557893383.597,1557893383.597,1557893383.598,1557893389.034,1557893383.598,1557893383.639,1557893383.64,1557893389.034,1557893389.034,1557893389.035,5.444,0,0.000,5.436,0.041,0.001,5.39399981498718,0.00100016593933105,5.44400000572205,5.395
1-5cdb9305-6aeafed868b7bf0457245b90,df1da5fe-c013-4505-9fba-c1fe8a904f0c,1557893893.748,1557893899.242,0,0,1557893893.809,1557893893.81,1557893893.81,1557893899.296,1557893893.811,1557893893.864,1557893893.865,1557893899.296,1557893899.297,1557893899.297,5.494,0,0.000999927520751953,5.48600006103516,0.053,0.000,5.431,0.00200009346008301,5.49400019645691,5.43300008773804
1-5cdb8fc1-2aa779801b764e00175a2380,f3d1affe-5732-4106-9fa4-998d7d8eb033,1557893057.332,1557893063.07,0,0,1557893057.388,1557893057.388,1557893057.388,1557893063.118,1557893057.389,1557893057.433,1557893057.433,1557893063.118,1557893063.118,1557893063.119,5.73799991607666,0,0.000,5.730,0.044,0.001,5.685,0.001,5.73799991607666,5.686
1-5cdb953d-6c4d67822b82157a7c3af2bd,b513e48f-885c-4481-8e88-b56aba673407,1557894461.221,1557894465.233,0,0,1557894461.286,1557894461.286,1557894461.287,1557894465.274,1557894461.287,1557894461.385,1557894461.385,1557894465.274,1557894465.275,1557894465.275,4.012,0,0.000,3.987,0.098,0.000,3.889,0.000,4.01200008392334,3.889
1-5cdb907b-7e05d9f02062c8169d33076f,c593353b-167a-4831-b383-606215ce687c,1557893243.064,1557893247.523,0,0,1557893243.12,1557893243.121,1557893243.121,1557893247.555,1557893243.122,1557893243.181,1557893243.181,1557893247.555,1557893247.572,1557893247.572,4.459,0,0.00100016593933105,4.434,0.059,0.000,4.374,0.001,4.45900011062622,4.375
1-5cdb90b2-5fa41c684348bd0c2f8e0824,77dbe816-f684-4a2b-a98f-65b96aa52882,1557893298.701,1557893301.423,0,0,1557893298.758,1557893298.758,1557893298.759,1557893301.473,1557893298.759,1557893298.818,1557893298.819,1557893301.473,1557893301.473,1557893301.474,2.722,0,0.000,2.714,0.059,0.001,2.654,0.001,2.72200012207031,2.655
1-5cdb9146-56c33334ddc2d2d6ba5a5d9e,2c4b60a0-95d9-44a9-b2c0-2bb847334e0e,1557893446.337,1557893448.58,0,0,1557893446.395,1557893446.395,1557893446.396,1557893448.615,1557893446.397,1557893446.46,1557893446.46,1557893448.615,1557893448.615,1557893448.632,2.24300003051758,0,0.000,2.219,0.062999963760376,0.017,2.15499997138977,0.00100016593933105,2.24300003051758,2.1560001373291
1-5cdb92d4-515257d29afd549496f7036c,abaa8826-e64d-4545-9ff4-6881828b8a2e,1557893844.342,1557893850.699,0,0,1557893844.403,1557893844.404,1557893844.404,1557893850.752,1557893844.405,1557893844.456,1557893844.456,1557893850.735,1557893850.752,1557893850.753,6.357,0,0.001,6.348,0.051,0.001,6.279,0.018,6.35699987411499,6.297
1-5cdb9057-d9d521ced6884ac8c1164cb0,fec5ff84-6022-4353-a125-44e7650dbf08,1557893207.934,1557893214.689,0,0,1557893207.989,1557893207.99,1557893207.99,1557893214.738,1557893207.991,1557893208.037,1557893208.037,1557893214.738,1557893214.738,1557893214.738,6.755,0,0.000999927520751953,6.74799990653992,0.046,0.000,6.701,0.000999927520751953,6.75499987602234,6.70199990272522
1-5cdb90db-10c0a998165034d0cf0d2f92,938dd09a-ca00-427d-ad9d-44c54c256a75,1557893339.254,1557893344.941,0,0,1557893339.311,1557893339.311,1557893339.312,1557893344.975,1557893339.312,1557893339.375,1557893339.375,1557893344.975,1557893344.992,1557893344.992,5.687,0,0.000,5.663,0.063,0.000,5.600,0.000,5.68700003623962,5.600
1-5cdb93cd-2a089768c53c48d8d8373648,ea257ded-773f-4a8f-a845-1bf6eb918102,1557894093.255,1557894097.557,0,0,1557894093.318,1557894093.318,1557894093.319,1557894097.612,1557894093.319,1557894093.377,1557894093.378,1557894097.612,1557894097.613,1557894097.613,4.302,0,0.000,4.293,0.058,0.000,4.234,0.001,4.30199980735779,4.235
1-5cdb90ca-0ab9603aa74a98ded28c8ee4,62d2fa2e-f303-4f53-a529-ecebb4e257d4,1557893322.935,1557893325.861,0,0,1557893322.991,1557893322.992,1557893322.992,1557893325.895,1557893322.993,1557893323.036,1557893323.036,1557893325.894,1557893325.895,1557893325.912,2.926,0,0.001,2.903,0.043,0.017,2.858,0.002,2.92600011825562,2.860
1-5cdb925d-555fddd8b8d5dea283b9d13c,f819fa84-86ee-4d19-bc3a-6a6d7731785c,1557893725.575,1557893732.321,0,0,1557893725.636,1557893725.636,1557893725.636,1557893732.373,1557893725.637,1557893725.713,1557893725.714,1557893732.373,1557893732.374,1557893732.374,6.746,0,0.000,6.737,0.076,0.000,6.659,0.002,6.74600005149841,6.661
1-5cdb8eea-4a6c3e84e0a58ef47a3fa914,b1ca2e10-5984-4409-b0c3-d3de113dbef5,1557892842.097,1557892844.944,0,0,1557892842.246,1557892842.246,1557892842.247,1557892844.978,1557892842.247,1557892842.29,1557892842.29,1557892844.978,1557892844.979,1557892844.979,2.847,0,0.000,2.731,0.0429999828338623,0.000,2.68799996376038,0,2.84700012207031,2.68799996376038
1-5cdb8eca-6bcbcbd97f0a3c85f248b7a1,d0cdd928-126d-4f82-9b5e-9f679f7cf1fb,1557892810.557,1557892816.645,0,0,1557892810.61,1557892810.611,1557892810.611,1557892816.679,1557892810.612,1557892810.646,1557892810.647,1557892816.679,1557892816.679,1557892816.692,6.088,0,0.00100016593933105,6.068,0.034,0.013,6.032,0.002,6.08800005912781,6.034
1-5cdb942f-a901210afc13efd4615a117d,d22d70de-db08-49c6-9d3f-3f1c9abe9cca,1557894191.986,1557894194.895,0,0,1557894192.063,1557894192.064,1557894192.064,1557894194.934,1557894192.065,1557894192.256,1557894192.257,1557894194.934,1557894194.935,1557894194.935,2.909,0,0.001,2.870,0.191,0.000,2.677,0.002,2.90899991989136,2.679
1-5cdb952a-fb1730f025c0c7282f727ef8,5de22e05-8238-4c03-b5d8-16be3e1ac944,1557894442.955,1557894451.533,0,0,1557894443.021,1557894443.021,1557894443.022,1557894451.575,1557894443.022,1557894443.068,1557894443.068,1557894451.575,1557894451.576,1557894451.577,8.578,0,0.000,8.553,0.046,0.001,8.507,0.000,8.57800006866455,8.507
1-5cdb9482-28ec3e5867eb15b03bdadf48,150b1440-a205-4d03-aaf2-f6939495e901,1557894274.674,1557894277.617,0,0,1557894274.738,1557894274.739,1557894274.739,1557894277.674,1557894274.74,1557894274.78,1557894274.78,1557894277.674,1557894277.674,1557894277.675,2.943,0,0.001,2.935,0.04,0.001,2.89400005340576,0.000999927520751953,2.94300007820129,2.89499998092651
1-5cdb9569-092e44404d79321cfefd7c2c,799435a5-090a-43ab-b4e9-f3a13294a2ee,1557894505.112,1557894512.514,0,0,1557894505.184,1557894505.185,1557894505.185,1557894512.572,1557894505.186,1557894505.397,1557894505.397,1557894512.572,1557894512.573,1557894512.573,7.402,0,0.001,7.387,0.211,0.000,7.175,0.001,7.40199995040894,7.176
1-5cdb9460-d13c94553aacc3fc356ac5e3,c0682d67-a8fb-4154-8252-f55297192085,1557894240.642,1557894242.817,0,0,1557894240.706,1557894240.706,1557894240.707,1557894242.873,1557894240.707,1557894240.749,1557894240.749,1557894242.873,1557894242.874,1557894242.874,2.175,0,0.000,2.166,0.042,0.000,2.124,0.000,2.17499995231628,2.124
1-5cdb909c-1b0d51dce31be793ead591bf,ba27ef15-708b-4203-b682-3ad128789e07,1557893276.243,1557893278.203,0,0,1557893276.3,1557893276.301,1557893276.301,1557893278.252,1557893276.302,1557893276.379,1557893276.379,1557893278.252,1557893278.253,1557893278.253,1.960,0,0.00100016593933105,1.951,0.077,0.000,1.873,0.001,1.96000003814697,1.874
1-5cdb9041-37dd84903481be17626e7101,9044168d-d818-4775-ad0e-81c86805f258,1557893185.806,1557893189.982,0,0,1557893185.861,1557893185.862,1557893185.862,1557893190.014,1557893185.863,1557893185.895,1557893185.895,1557893190.014,1557893190.015,1557893190.015,4.176,0,0.001,4.152,0.032,0.000,4.119,0.001,4.17600011825562,4.120
1-5cdb945c-3b4b1a72b7d68bf882aa37e2,f0f193a2-dac6-454a-a6cb-969bea637993,1557894236.674,1557894239.058,0,0,1557894236.737,1557894236.738,1557894236.738,1557894239.114,1557894236.739,1557894236.811,1557894236.812,1557894239.114,1557894239.115,1557894239.115,2.384,0,0.001,2.376,0.072,0.000,2.302,0.002,2.3840000629425,2.304
1-5cdb93b4-5954c5dcc0b9c896596e7620,a5cf8147-965c-4b1b-ae41-cc7025edbc6f,1557894068.198,1557894070.837,0,0,1557894068.26,1557894068.261,1557894068.261,1557894070.892,1557894068.262,1557894068.337,1557894068.337,1557894070.892,1557894070.892,1557894070.893,2.639,0,0.000999927520751953,2.631,0.075,0.001,2.555,0.001,2.63899993896484,2.556
1-5cdb954a-66b450724ec57c5fb6bc3a7b,dcf1b3ea-3a54-431f-9b37-45ab7aae4a99,1557894474.755,1557894478.073,0,0,1557894474.82,1557894474.821,1557894474.821,1557894478.119,1557894474.822,1557894475.034,1557894475.034,1557894478.119,1557894478.132,1557894478.132,3.318,0,0.00100016593933105,3.298,0.212,0.000,3.085,0.001,3.31799983978271,3.086
1-5cdb9123-92c9c2561aba91a4b21a6291,2ce533b7-182e-4c23-a8e6-90048c7ae197,1557893411.728,1557893416.921,0,0,1557893411.787,1557893411.787,1557893411.787,1557893416.955,1557893411.788,1557893411.845,1557893411.846,1557893416.955,1557893416.972,1557893416.972,5.193,0,0.000,5.168,0.057,0.000,5.109,0.002,5.19300007820129,5.111
1-5cdb8fb2-6493dd0ae9f06d1e028c9500,b8a62e83-cb81-4566-a7f7-000c3eab7458,1557893042.785,1557893046.203,0,0,1557893042.84,1557893042.841,1557893042.841,1557893046.233,1557893042.842,1557893042.901,1557893042.901,1557893046.232,1557893046.233,1557893046.234,3.418,0,0.00100016593933105,3.392,0.059,0.001,3.331,0.002,3.41799998283386,3.333
1-5cdb9181-62f6723085642f9477adbd90,06d403ac-ea1d-4001-9893-88cdec96c521,1557893505.643,1557893513.642,0,0,1557893505.701,1557893505.702,1557893505.702,1557893513.693,1557893505.703,1557893505.746,1557893505.747,1557893513.693,1557893513.693,1557893513.694,7.999,0,0.001,7.991,0.043,0.001,7.946,0.002,7.99900007247925,7.948
1-5cdb9272-64f1e0d2d8ca0fed364be48a,c5a74171-8c7b-4a9c-bbae-765b38c4716a,1557893746.017,1557893748.241,0,0,1557893746.078,1557893746.078,1557893746.078,1557893748.293,1557893746.079,1557893746.119,1557893746.12,1557893748.293,1557893748.294,1557893748.294,2.224,0,0.000,2.215,0.040,0.000,2.17300009727478,0.00199985504150391,2.22399997711182,2.175
1-5cdb8ec7-1f6c14f8313cb052cf1d5d0c,28585b65-7437-4227-ab31-7afd4abfd4ab,1557892807.108,1557892808.965,0,0,1557892807.161,1557892807.161,1557892807.162,1557892808.999,1557892807.162,1557892807.231,1557892807.231,1557892808.998,1557892808.999,1557892809.012,1.857,0,0.000,1.837,0.069,0.013,1.767,0.001,1.85699987411499,1.768
1-5cdb9422-d5c51618dc60086cfb4eef7a,31fdda4d-1927-4af8-9590-bbc6ebf3660d,1557894178.044,1557894183.175,0,0,1557894178.107,1557894178.108,1557894178.108,1557894183.212,1557894178.109,1557894178.201,1557894178.201,1557894183.212,1557894183.213,1557894183.213,5.131,0,0.001,5.104,0.092,0.000,5.011,0.001,5.13100004196167,5.012
1-5cdb93c9-fcb25d9503496b1a8f8b0b16,e92918fa-f69d-42c0-bae6-c838c2d532ac,1557894089.27,1557894091.676,0,0,1557894089.332,1557894089.333,1557894089.333,1557894091.713,1557894089.334,1557894089.381,1557894089.381,1557894091.713,1557894091.732,1557894091.732,2.4060001373291,0,0.001,2.380,0.047,0.000,2.332,0.001,2.4060001373291,2.333
1-5cdb94ef-662f691790b3479ad573d062,3d046a9b-f415-4dda-b48f-b26381759ced,1557894383.832,1557894391.88,0,0,1557894383.896,1557894383.897,1557894383.897,1557894391.937,1557894383.898,1557894383.935,1557894383.936,1557894391.937,1557894391.938,1557894391.938,8.04800009727478,0,0.001,8.040,0.037,0.000,8.001,0.002,8.04800009727478,8.003
