x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3,diff-image-handler
1-5cdf9183-c63e32b0aa15fae8376ec918,fd0dc72f-045d-4a35-9601-d0059eecabb4,1558155651.967,1558155657.747,0,0,1558155651.976,1558155651.976,1558155651.977,1558155657.741,1558155651.978,1558155652.018,1558155652.018,1558155657.741,1558155657.742,1558155657.742,5.780,0,0.000,5.764,0.040,0.000,5.723,0.001,5.77999997138977,5.724,0.0160000324249268
1-5cdf923e-29eb79209ac08e609802c164,d59a075b-ca1b-4f9e-909e-872f7007aba3,1558155838.422,1558155847.691,0,0,1558155838.426,1558155838.426,1558155838.427,1558155847.685,1558155838.427,1558155838.478,1558155838.479,1558155847.685,1558155847.686,1558155847.686,9.269,0,0.000,9.258,0.051,0.000,9.206,0.001,9.26900005340576,9.207,0.0110001564025879
1-5cdf9318-eddffc5455f6e613d3fd78de,3356d991-1fe0-4e34-9468-65243959cee3,1558156056.779,1558156065.825,0,0,1558156056.782,1558156056.782,1558156056.782,1558156065.802,1558156056.783,1558156056.862,1558156056.862,1558156065.802,1558156065.803,1558156065.82,9.046,0,0.000,9.020,0.079,0.0169999599456787,8.940,0.001,9.0460000038147,8.941,0.00900006294250488
1-5cdf9155-0254c0c2f3c596d041216826,ee73bc81-6688-41bf-a1d5-6f5fe1579c6b,1558155605.861,1558155615.511,0,0,1558155605.867,1558155605.868,1558155605.868,1558155615.504,1558155605.869,1558155605.975,1558155605.976,1558155615.504,1558155615.505,1558155615.505,9.650,0,0.001,9.636,0.106,0.000,9.528,0.002,9.64999985694885,9.530,0.0130000114440918
1-5cdf962a-f66c59906cc59082d5e11940,fa9b6a11-8031-4472-a607-ac2e5fbe9278,1558156842.028,1558156846.724,0,0,1558156842.03,1558156842.031,1558156842.031,1558156846.701,1558156842.032,1558156842.14,1558156842.14,1558156846.701,1558156846.72,1558156846.72,4.696,0,0.000999927520751953,4.670,0.108000040054321,0.00,4.56099987030029,0.00100016593933105,4.69599986076355,4.56200003623962,0.0249998569488525
1-5cdf9467-148e7b34b06d14cc646be75c,cb0b6216-9848-44c4-bbb7-4bb25be635b8,1558156391.63,1558156401.046,0,0,1558156391.632,1558156391.632,1558156391.633,1558156401.027,1558156391.634,1558156391.701,1558156391.701,1558156401.027,1558156401.04,1558156401.041,9.41599988937378,0,0.000,9.394,0.067,0.000999927520751953,9.326,0.001,9.41599988937378,9.327,0.0209999084472656
1-5cdf924f-92c1c09ea143557006aff718,bf913342-eb87-4d22-8d99-e1f243c1a5e7,1558155855.268,1558155864.084,0,0,1558155855.271,1558155855.272,1558155855.272,1558155864.063,1558155855.273,1558155855.46,1558155855.46,1558155864.063,1558155864.08,1558155864.08,8.816,0,0.001,8.791,0.187000036239624,0.00,8.6029999256134,0.000999927520751953,8.81600022315979,8.60399985313416,0.0240001678466797
1-5cdf9676-677f2f88d472b278d906cfac,fd4d0e70-4344-4a00-bd34-3a8640e0f744,1558156918.923,1558156923.567,0,0,1558156918.926,1558156918.926,1558156918.926,1558156923.562,1558156918.927,1558156918.992,1558156918.992,1558156923.562,1558156923.563,1558156923.563,4.644,0,0.000,4.636,0.065,0.000,4.570,0.001,4.64399981498718,4.571,0.00799989700317383
1-5cdf93b2-78d1d4a3780e47e6bbb61e61,d044a84c-867e-44c3-a72f-750b50f99a77,1558156211.012,1558156217.984,0,0,1558156211.015,1558156211.015,1558156211.015,1558156217.963,1558156211.016,1558156211.067,1558156211.067,1558156217.963,1558156217.98,1558156217.98,6.972,0,0.000,6.948,0.051,0.00,6.896,0.001,6.97199988365173,6.897,0.0239999294281006
1-5cdf936c-bcef373103b1745384bef8f3,6c8eae76-118d-4645-97b9-43ee4e511ee2,1558156140.643,1558156147.549,0,0,1558156140.651,1558156140.651,1558156140.652,1558156147.544,1558156140.653,1558156140.74,1558156140.741,1558156147.544,1558156147.545,1558156147.545,6.906,0,0.000,6.892,0.0869998931884766,0.000,6.803,0.00200009346008301,6.9060001373291,6.8050000667572,0.0140001773834229
1-5cdf8a79-a9d4f15470aadf7c37c62dfc,d29c1818-3d8d-42cf-bb95-7170301fe304,1558153849.542,1558153854.36,0,0,1558153849.541,1558153849.542,1558153849.542,1558153854.348,1558153849.543,1558153849.586,1558153849.586,1558153854.348,1558153854.349,1558153854.349,4.81799983978271,0,0.001,4.806,0.043,0.000,4.762,0.001,4.81799983978271,4.763,0.0109996795654297
1-5cdf89fc-5558d419a86ae748eb8c9d22,a0be2ccd-3778-4fda-9573-77e7da42c7c5,1558153724.956,1558153732.301,0,0,1558153724.951,1558153724.952,1558153724.952,1558153732.288,1558153724.953,1558153724.992,1558153724.993,1558153732.288,1558153732.289,1558153732.289,7.345,0,0.001,7.336,0.039,0.000,7.295,0.002,7.34500002861023,7.297,0.00799989700317383
1-5cdf90a6-0d0c06f8f610772a9816603c,4fdb4249-75ae-462b-8599-8949ad81f9fe,1558155430.381,1558155440.087,0,0,1558155430.383,1558155430.384,1558155430.384,1558155440.08,1558155430.385,1558155430.485,1558155430.485,1558155440.08,1558155440.081,1558155440.082,9.706,0,0.001,9.69599986076355,0.100,0.001,9.59500002861023,0.000999927520751953,9.70599985122681,9.59599995613098,0.00799989700317383
1-5cdf8c33-5da146d62bde3d189722f404,8461c709-d0cf-4391-93cb-028bfd4fc9cc,1558154291.683,1558154301.158,0,0,1558154291.679,1558154291.68,1558154291.68,1558154301.129,1558154291.681,1558154291.741,1558154291.742,1558154301.129,1558154301.13,1558154301.13,9.475,0,0.00100016593933105,9.44899988174438,0.060,0.00,9.387,0.00200009346008301,9.47499990463257,9.38899993896484,0.0249998569488525
1-5cdf8b8f-45e06b3486e3ed7eb0f033e1,0ffe6b10-4bcc-4122-9be8-c7f1a40c7c96,1558154127.923,1558154133.28,0,0,1558154127.92,1558154127.92,1558154127.921,1558154133.268,1558154127.922,1558154127.989,1558154127.99,1558154133.268,1558154133.269,1558154133.269,5.35699987411499,0,0.00,5.347,0.067,0.000,5.27799987792969,0.00199985504150391,5.35699987411499,5.280,0.00999999046325684
1-5cdf8fb2-792fc840af78663896bdd338,8f631c7c-6df8-4841-88f2-44472f0acd87,1558155186.855,1558155196.102,0,0,1558155186.852,1558155186.852,1558155186.853,1558155196.088,1558155186.854,1558155186.928,1558155186.928,1558155196.088,1558155196.089,1558155196.089,9.247,0,0.000,9.235,0.074,0.000,9.160,0.001,9.24699997901917,9.161,0.0119998455047607
1-5cdf8a32-639181d0df654b081cf24586,cb2d92ae-1022-49ef-a61a-28d4ac148818,1558153778.094,1558153787.518,0,0,1558153778.09,1558153778.09,1558153778.091,1558153787.487,1558153778.091,1558153778.163,1558153778.164,1558153787.487,1558153787.488,1558153787.488,9.424,0,0.00,9.396,0.072,0.000,9.323,0.001,9.42399978637695,9.324,0.0279998779296875
1-5cdf8beb-a44261ac36003406f191d27e,63bb1a62-da06-4a9d-935b-3f4b164bf044,1558154219.779,1558154225.159,0,0,1558154219.775,1558154219.775,1558154219.775,1558154225.129,1558154219.776,1558154219.82,1558154219.82,1558154225.129,1558154225.13,1558154225.13,5.380,0,0.000,5.354,0.0439999103546143,0.00,5.30900001525879,0.000999927520751953,5.37999987602234,5.30999994277954,0.0260000228881836
1-5cdf8a7f-044603d5a64248f8e2d9222d,43129db6-6296-4608-bec3-33409f3f8d21,1558153855.442,1558153864.518,0,0,1558153855.437,1558153855.437,1558153855.438,1558153864.494,1558153855.438,1558153855.552,1558153855.552,1558153864.494,1558153864.507,1558153864.507,9.076,0,0.000,9.056,0.114,0.000,8.942,0.000,9.07599997520447,8.942,0.0199999809265137
1-5cdf89ed-5818aae83417e23ae3a04c8c,47e6d26d-075c-401a-a0ea-fb67f854772d,1558153709.781,1558153714.179,0,0,1558153709.776,1558153709.776,1558153709.777,1558153714.15,1558153709.777,1558153709.838,1558153709.839,1558153714.15,1558153714.167,1558153714.167,4.398,0,0.000,4.3730001449585,0.061,0.000,4.31100010871887,0.000999927520751953,4.39800000190735,4.31200003623962,0.0249998569488525
1-5cdf9013-b687fafc3ac0b190665a7f94,660b69d2-4ae0-41b1-86c9-1cecaeab051a,1558155283.296,1558155293.158,0,0,1558155283.29,1558155283.291,1558155283.291,1558155293.129,1558155283.292,1558155283.348,1558155283.348,1558155293.129,1558155293.13,1558155293.13,9.862,0,0.000999927520751953,9.838,0.056,0.00,9.781,0.001,9.86199998855591,9.782,0.0230000019073486
1-5cdf8e2f-6968157cffd5b63bb73a75f9,92092fe6-f3f2-49dc-a47a-e0ef277f804b,1558154799.038,1558154808.236,0,0,1558154799.035,1558154799.035,1558154799.036,1558154808.213,1558154799.036,1558154799.111,1558154799.111,1558154808.213,1558154808.214,1558154808.214,9.198,0,0.000,9.177,0.075,0.000,9.102,0.000,9.19799995422363,9.102,0.0209999084472656
1-5cdf89a2-5636cff851a0fedccb1b9608,4edbc148-5704-441f-94d9-1a8a56f5d86f,1558153634.124,1558153643.541,0,0,1558153634.118,1558153634.118,1558153634.119,1558153643.527,1558153634.119,1558153634.18,1558153634.18,1558153643.527,1558153643.528,1558153643.528,9.417,0,0.000,9.408,0.0610001087188721,0.000,9.34699988365173,0,9.41699981689453,9.34699988365173,0.00899982452392578
1-5cdf8e43-58fedd40a9f235e07c9112b0,9441483e-1a88-4423-9174-a3587846923f,1558154819.74,1558154829.378,0,0,1558154819.737,1558154819.737,1558154819.738,1558154829.349,1558154819.738,1558154819.771,1558154819.771,1558154829.349,1558154829.35,1558154829.35,9.63800001144409,0,0.000,9.611,0.033,0.00,9.578,0.000,9.63800001144409,9.578,0.0269999504089355
1-5cdf8e24-90bc4c19404103ef92741547,ab1b0ec9-ef62-4398-ac49-8b9fa23a9236,1558154788.369,1558154797.96,0,0,1558154788.365,1558154788.365,1558154788.366,1558154797.947,1558154788.367,1558154788.532,1558154788.533,1558154797.947,1558154797.948,1558154797.948,9.59100008010864,0,0.000,9.581,0.165,0.000,9.414,0.002,9.59100008010864,9.416,0.00999999046325684
1-5cdf8a5e-39bc4aef6b0da397c89b7687,c557df5d-5aa2-428a-b297-35aba8154539,1558153822.62,1558153827.726,0,0,1558153822.615,1558153822.616,1558153822.616,1558153827.713,1558153822.617,1558153822.744,1558153822.745,1558153827.713,1558153827.714,1558153827.714,5.10600018501282,0,0.001,5.097,0.127,0.000,4.968,0.002,5.10600018501282,4.970,0.00800013542175293
1-5cdf8fff-21e01ad8a73c3ba0170333e0,b7a00b00-9f4f-4e2d-b031-bb1a62b39097,1558155263.122,1558155272.566,0,0,1558155263.116,1558155263.116,1558155263.117,1558155272.552,1558155263.118,1558155263.179,1558155263.179,1558155272.552,1558155272.553,1558155272.553,9.444,0,0.000,9.435,0.061,0.000,9.373,0.001,9.44400000572205,9.374,0.00900006294250488
1-5cdf8e1c-2f67765aa929f5566cdbd38f,a0d0b4bb-695d-464a-890c-d7d5f9df5caa,1558154780.694,1558154787.278,0,0,1558154780.689,1558154780.689,1558154780.689,1558154787.25,1558154780.69,1558154780.745,1558154780.746,1558154787.25,1558154787.267,1558154787.267,6.584,0,0.000,6.56100010871887,0.054999828338623,0.000,6.50399994850159,0.00200033187866211,6.58400011062622,6.50600028038025,0.0230000019073486
1-5cdf89da-c1735ff0f9d63df0dff632e0,741f50fa-4dcf-49de-8efc-5f85aa449165,1558153690.521,1558153699.942,0,0,1558153690.516,1558153690.516,1558153690.517,1558153699.929,1558153690.517,1558153690.585,1558153690.586,1558153699.929,1558153699.929,1558153699.93,9.421,0,0.000,9.412,0.068,0.00100016593933105,9.343,0.001,9.4210000038147,9.344,0.00799989700317383
1-5cdf8adb-9796f934e34fd9787a965384,b60f7bb0-6ea8-4e40-befe-d10af4d920e4,1558153947.036,1558153952.918,0,0,1558153947.032,1558153947.033,1558153947.033,1558153952.889,1558153947.034,1558153947.083,1558153947.084,1558153952.889,1558153952.89,1558153952.89,5.882,0,0.001,5.856,0.049,0.00,5.805,0.002,5.88199996948242,5.807,0.0250000953674316
1-5cdf910d-26b83c1e349ad5c6ebca863f,876b8d40-e508-46dd-b252-055ad553be42,1558155533.784,1558155539.924,0,0,1558155533.785,1558155533.786,1558155533.787,1558155539.903,1558155533.787,1558155533.838,1558155533.838,1558155539.903,1558155539.904,1558155539.904,6.140,0,0.001,6.116,0.051,0.000,6.065,0.000,6.14000010490417,6.065,0.0230000019073486
1-5cdf8cb3-2cb17a7cdbab16b7337634c9,c1959632-cbea-4758-953d-e2cb25632973,1558154419.2,1558154427.741,0,0,1558154419.197,1558154419.197,1558154419.198,1558154427.729,1558154419.198,1558154419.267,1558154419.267,1558154427.729,1558154427.73,1558154427.73,8.54099988937378,0,0.000,8.531,0.069,0.00,8.462,0.000,8.54099988937378,8.462,0.00999975204467773
1-5cdf8e67-e30f075660962ffe8d04641f,abf4f0dd-e4e7-4396-85a8-12f4169c2ac4,1558154855.774,1558154862.919,0,0,1558154855.77,1558154855.771,1558154855.771,1558154862.889,1558154855.772,1558154855.837,1558154855.838,1558154862.889,1558154862.89,1558154862.89,7.145,0,0.000999927520751953,7.118,0.065,0.00,7.051,0.002,7.14499998092651,7.053,0.0260000228881836
1-5cdf8dc3-8182975d76f40b65504a7731,a4406c99-6a1b-4a33-9b51-837148124852,1558154691.821,1558154697.584,0,0,1558154691.823,1558154691.824,1558154691.824,1558154697.571,1558154691.825,1558154691.884,1558154691.884,1558154697.571,1558154697.572,1558154697.572,5.763,0,0.001,5.747,0.059,0.000,5.687,0.001,5.76300001144409,5.688,0.0149998664855957
1-5cdf8ed5-7959060fe2d1921f2139c7ed,08dc689e-4393-475f-a46d-20328105e70c,1558154965.682,1558154972.16,0,0,1558154965.675,1558154965.676,1558154965.676,1558154972.13,1558154965.677,1558154965.742,1558154965.743,1558154972.13,1558154972.147,1558154972.148,6.47800016403198,0,0.001,6.4539999961853,0.065,0.001,6.38700008392334,0.00199985504150391,6.47800016403198,6.38899993896484,0.0220000743865967
1-5cdf8bf2-d5965e7e9a966428444a3efc,f3ce340b-9f93-456e-b8ce-06bbfe3ccc3e,1558154226.298,1558154230.865,0,0,1558154226.295,1558154226.295,1558154226.296,1558154230.852,1558154226.296,1558154226.412,1558154226.412,1558154230.852,1558154230.853,1558154230.853,4.567,0,0.000,4.556,0.116,0.000,4.440,0.000,4.56699991226196,4.440,0.0109999179840088
1-5cdf8bbf-9d0e7514000a302a6ec923d5,05e9f968-9e01-4363-8b0e-4248dd48bb19,1558154175.601,1558154185.275,0,0,1558154175.604,1558154175.604,1558154175.605,1558154185.249,1558154175.605,1558154176.708,1558154176.709,1558154185.249,1558154185.25,1558154185.25,9.674,0,0.000,9.644,1.103,0.00,8.540,0.001,9.67400002479553,8.541,0.0299999713897705
1-5cdf8fbd-835677683a9dce78ae78c508,ed8951f4-5607-47f2-9e2b-b96fe7d88dc1,1558155197.182,1558155205.481,0,0,1558155197.177,1558155197.177,1558155197.178,1558155205.468,1558155197.178,1558155197.238,1558155197.239,1558155205.468,1558155205.469,1558155205.469,8.299,0,0.000,8.290,0.060,0.000,8.229,0.001,8.29900002479553,8.230,0.00900006294250488
1-5cdf8aba-4fbb039c45d29468ef355a0a,9c97851c-236d-4970-9446-331cca4475f7,1558153914.735,1558153921.388,0,0,1558153914.729,1558153914.729,1558153914.729,1558153921.373,1558153914.73,1558153914.801,1558153914.802,1558153921.372,1558153921.373,1558153921.374,6.653,0,0.000,6.644,0.0710000991821289,0.001,6.570,0.00299978256225586,6.65300011634827,6.57299971580505,0.00800013542175293
1-5cdf8c03-c9becea25ad47aa243d344be,db6e6510-df54-4b9a-90ea-d63dfb065703,1558154243.699,1558154248.058,0,0,1558154243.696,1558154243.696,1558154243.697,1558154248.028,1558154243.698,1558154243.74,1558154243.74,1558154248.028,1558154248.029,1558154248.029,4.359,0,0.000,4.331,0.0420000553131104,0.000,4.28800010681152,0.000999927520751953,4.35900020599365,4.28900003433228,0.0280001163482666
1-5cdf8da4-f508b9e285dc713cd33ff56b,0d6149c0-5b93-4bc4-a1cb-6ba611da49c8,1558154660.903,1558154670.52,0,0,1558154660.896,1558154660.897,1558154660.897,1558154670.507,1558154660.898,1558154660.98,1558154660.98,1558154670.507,1558154670.508,1558154670.508,9.61699986457825,0,0.001,9.610,0.0820000171661377,0.000,9.52699995040894,0.000999927520751953,9.61699986457825,9.52799987792969,0.00599980354309082
1-5cdf8ded-e257987e6ae2feec6e8b9935,db2de422-dbf6-4311-8c43-45f4bdeabd3d,1558154733.089,1558154742.64,0,0,1558154733.085,1558154733.085,1558154733.086,1558154742.63,1558154733.086,1558154733.138,1558154733.139,1558154742.63,1558154742.63,1558154742.631,9.55100011825562,0,0.000,9.54400014877319,0.052,0.000999927520751953,9.49100017547607,0.000999927520751953,9.55100011825562,9.49200010299683,0.00600004196166992
1-5cdf8ca3-2f8bde6b62e72ba39909bca2,c3223163-1429-4ebf-8ea6-ee8a736be9a2,1558154403.281,1558154410.14,0,0,1558154403.276,1558154403.277,1558154403.277,1558154410.127,1558154403.278,1558154403.322,1558154403.322,1558154410.127,1558154410.128,1558154410.128,6.85900020599365,0,0.001,6.850,0.044,0.000,6.805,0.001,6.85900020599365,6.806,0.00800013542175293
1-5cdf899b-70e939202859c5ac174c44f0,3c6bc2b2-250e-4685-838e-7346ba523c12,1558153627.32,1558153633.001,0,0,1558153627.316,1558153627.316,1558153627.317,1558153632.988,1558153627.317,1558153627.369,1558153627.369,1558153632.988,1558153632.989,1558153632.99,5.68099999427795,0,0.000,5.671,0.052,0.000999927520751953,5.619,0.000,5.68099999427795,5.619,0.00900006294250488
1-5cdf8cdc-56f15c007eedf300886da600,7298e676-6645-415b-a89e-cb926dc8e167,1558154460.58,1558154470.082,0,0,1558154460.574,1558154460.574,1558154460.575,1558154470.068,1558154460.575,1558154460.631,1558154460.631,1558154470.068,1558154470.069,1558154470.069,9.50200009346008,0,0.000,9.493,0.056,0.000,9.437,0.000,9.50200009346008,9.437,0.00900006294250488
1-5cdf8f3d-49be9a5c6c6fbc50c83fabac,696e2362-c18d-4b60-bfc4-8d7cf3a98678,1558155069.664,1558155073.981,0,0,1558155069.659,1558155069.659,1558155069.66,1558155073.968,1558155069.66,1558155069.752,1558155069.752,1558155073.968,1558155073.969,1558155073.969,4.317,0,0.000,4.30799984931946,0.0920000076293945,0.000,4.216,0,4.31699991226196,4.21599984169006,0.00900006294250488
1-5cdf8a64-247edbd0e484ca30522ebb00,1805141f-4029-453e-a9c1-c46d180339aa,1558153828.813,1558153834.958,0,0,1558153828.809,1558153828.81,1558153828.81,1558153834.947,1558153828.811,1558153828.876,1558153828.877,1558153834.947,1558153834.948,1558153834.949,6.145,0,0.000999927520751953,6.13700008392334,0.065,0.001,6.070,0.00200033187866211,6.14499998092651,6.07200026512146,0.00600004196166992
1-5cdf8d19-b0c3d37a9d0a74248fb0ca16,afd5501c-330b-402e-9750-f1dfa43d91a9,1558154521.279,1558154530.92,0,0,1558154521.28,1558154521.281,1558154521.281,1558154530.907,1558154521.282,1558154521.36,1558154521.361,1558154530.907,1558154530.908,1558154530.908,9.64100003242493,0,0.000999927520751953,9.626,0.0779998302459717,0.000,9.546,0.00200033187866211,9.64100003242493,9.54800033569336,0.0139999389648438
1-5cdf8f81-aa3ab15f41db09ad5b05c083,0c26facb-b909-4e38-9638-a25362fc36c8,1558155137.38,1558155146.739,0,0,1558155137.375,1558155137.375,1558155137.376,1558155146.71,1558155137.376,1558155137.428,1558155137.428,1558155146.71,1558155146.727,1558155146.727,9.35899996757507,0,0.000,9.33400011062622,0.052,0.000,9.28200006484985,0,9.35899996757507,9.28200006484985,0.0249998569488525
1-5cdf8b24-275f30023f9082ab3285f9e4,77d1c15e-aed5-466b-9e7c-f6d8fcd492bb,1558154020.032,1558154027.459,0,0,1558154020.027,1558154020.027,1558154020.028,1558154027.428,1558154020.028,1558154020.127,1558154020.127,1558154027.428,1558154027.447,1558154027.447,7.427,0,0.000,7.400,0.099,0.000,7.301,0.000,7.42700004577637,7.301,0.0270001888275146
1-5cdf8acc-2faa12fdb3b5e021e5582278,43504b32-5d15-4b1c-8f15-345b9591d164,1558153932.195,1558153938.2,0,0,1558153932.192,1558153932.192,1558153932.193,1558153938.187,1558153932.194,1558153932.276,1558153932.276,1558153938.187,1558153938.188,1558153938.188,6.00500011444092,0,0.000,5.994,0.082,0.000,5.911,0.001,6.00500011444092,5.912,0.0110001564025879
1-5cdf8f2d-95112f235dbb2afd63863ea5,71974470-950c-48e0-bfdb-8c57a9a5814a,1558155053.461,1558155062.942,0,0,1558155053.458,1558155053.458,1558155053.459,1558155062.929,1558155053.459,1558155053.51,1558155053.511,1558155062.929,1558155062.93,1558155062.93,9.481,0,0.000,9.470,0.0509998798370361,0.00,9.418,0.000999927520751953,9.48099994659424,9.41899991035461,0.0110001564025879
1-5cdf8d4f-9124c5689e6ba8e0e6482fe8,c36649df-6f0a-4f56-85a8-88169d91012e,1558154575.502,1558154584.982,0,0,1558154575.505,1558154575.505,1558154575.506,1558154584.969,1558154575.506,1558154575.579,1558154575.579,1558154584.969,1558154584.97,1558154584.97,9.480,0,0.000,9.463,0.073,0.00,9.390,0.000,9.48000001907349,9.390,0.0169999599456787
1-5cdf8f0d-ea06939b0216f2efcadea2f7,c3aa697c-2100-49fa-8080-1349261afa65,1558155021.844,1558155031.439,0,0,1558155021.84,1558155021.841,1558155021.841,1558155031.41,1558155021.842,1558155021.916,1558155021.917,1558155031.41,1558155031.427,1558155031.427,9.595,0,0.00100016593933105,9.56900000572205,0.074,0.000,9.49300003051758,0.00200009346008301,9.59499979019165,9.49500012397766,0.0249996185302734
1-5cdf8e8a-06f39ae0c15f4da86353cfbc,473209e4-a166-4582-a16d-a9547013e33c,1558154890.406,1558154899.781,0,0,1558154890.4,1558154890.401,1558154890.401,1558154899.768,1558154890.402,1558154890.445,1558154890.446,1558154899.768,1558154899.769,1558154899.769,9.375,0,0.000999927520751953,9.367,0.043,0.000,9.322,0.002,9.375,9.324,0.00700020790100098
1-5cdf8b59-76671992540aa98c4ea10460,94d1425c-fc2e-469c-bd7e-5548c46e67e9,1558154073.414,1558154080.019,0,0,1558154073.408,1558154073.408,1558154073.408,1558154079.99,1558154073.409,1558154073.489,1558154073.489,1558154079.99,1558154080.007,1558154080.007,6.605,0,0.000,6.58200001716614,0.080,0.000,6.50099992752075,0.000999927520751953,6.60500001907349,6.5019998550415,0.0230000019073486
1-5cdf8be1-bae28ad74580156acf54b4a9,095a1b78-5b4f-42a0-b9a8-7bdb75d1bde5,1558154209.775,1558154218.699,0,0,1558154209.77,1558154209.771,1558154209.771,1558154218.67,1558154209.772,1558154209.856,1558154209.857,1558154218.67,1558154218.67,1558154218.687,8.924,0,0.000999927520751953,8.89900016784668,0.084,0.0169999599456787,8.81299996376038,0.00200033187866211,8.92399978637695,8.81500029563904,0.00699973106384277
1-5cdf8cbc-5ae7f0606b5f6fc2dd1961aa,d6f7b33e-8d6d-4f65-98d2-77caa45e6a55,1558154428.85,1558154435.52,0,0,1558154428.847,1558154428.848,1558154428.848,1558154435.507,1558154428.849,1558154428.99,1558154428.99,1558154435.507,1558154435.508,1558154435.508,6.67,0,0.001,6.659,0.141000032424927,0.000,6.51699995994568,0.000999927520751953,6.67000007629395,6.51799988746643,0.00999999046325684
1-5cdf8d9a-da0baf1853ab6ba0e55ce248,29093ada-5ffe-4d29-aad3-6ba0a2f803fd,1558154650.531,1558154659.82,0,0,1558154650.527,1558154650.528,1558154650.528,1558154659.807,1558154650.529,1558154650.57,1558154650.571,1558154659.807,1558154659.808,1558154659.808,9.28900003433228,0,0.001,9.279,0.0409998893737793,0.000,9.236,0.00200009346008301,9.28900003433228,9.23799991607666,0.00900006294250488
1-5cdf8b2c-b801a889689a6b196f144321,adb08a7b-c845-4d53-80a9-6aea24a9a715,1558154028.543,1558154037.699,0,0,1558154028.538,1558154028.539,1558154028.539,1558154037.669,1558154028.54,1558154028.614,1558154028.614,1558154037.669,1558154037.687,1558154037.687,9.156,0,0.001,9.130,0.0740001201629639,0.000,9.055,0.000999927520751953,9.15599989891052,9.05599975585938,0.0250000953674316
1-5cdf907e-ccbf7b88316fe76f53d6e57f,8f453055-7e5a-4e91-bc9d-4a42c523b345,1558155390.16,1558155399.808,0,0,1558155390.167,1558155390.168,1558155390.171,1558155399.802,1558155390.18,1558155390.222,1558155390.222,1558155399.802,1558155399.803,1558155399.803,9.64800000190735,0,0.001,9.631,0.0419998168945312,0.000,9.580,0.00900006294250488,9.64800000190735,9.58900022506714,0.0160000324249268
1-5cdf90c5-3d6440e0f4cf781426d71bb4,8d475413-c9e5-4d40-bdbe-e362b357fd3e,1558155461.33,1558155465.846,0,0,1558155461.333,1558155461.333,1558155461.334,1558155465.84,1558155461.335,1558155461.381,1558155461.382,1558155465.84,1558155465.841,1558155465.841,4.51600003242493,0,0.000,4.50599980354309,0.046,0.000,4.45799994468689,0.00199985504150391,4.51600003242493,4.45999979972839,0.0100002288818359
1-5cdf8d05-703135b2249d37b772c4663e,aeceaaec-7f3c-431a-bf40-cd6afb6ff965,1558154501.053,1558154510.518,0,0,1558154501.051,1558154501.051,1558154501.052,1558154510.49,1558154501.052,1558154501.12,1558154501.12,1558154510.49,1558154510.507,1558154510.507,9.465,0,0.000,9.43799996376038,0.0679998397827148,0.000,9.37,0,9.46499991416931,9.37000012397766,0.0269999504089355
1-5cdf8b7a-2976720214a650f02a01071e,d6c95b5d-4630-4d6b-a454-c719bd4a9d9d,1558154106.872,1558154116.357,0,0,1558154106.868,1558154106.868,1558154106.869,1558154116.329,1558154106.869,1558154106.94,1558154106.941,1558154116.329,1558154116.33,1558154116.33,9.485,0,0.000,9.460,0.0710000991821289,0.00,9.388,0.000999927520751953,9.4850001335144,9.38899993896484,0.0250000953674316
1-5cdf89e5-6464abfa7e92998048740f76,e255bd55-8d0b-4cdf-b466-cf1522c54c9d,1558153701.024,1558153708.683,0,0,1558153701.024,1558153701.024,1558153701.025,1558153708.669,1558153701.025,1558153701.095,1558153701.096,1558153708.668,1558153708.669,1558153708.67,7.659,0,0.000,7.644,0.070,0.00100016593933105,7.572,0.002,7.65900015830994,7.574,0.0140001773834229
1-5cdf8d61-cb3b0e852012db317ab6a5f2,09c76ca6-7485-4160-9046-db8c439af61a,1558154593.819,1558154603.343,0,0,1558154593.812,1558154593.812,1558154593.813,1558154603.328,1558154593.813,1558154593.856,1558154593.857,1558154603.328,1558154603.329,1558154603.329,9.524,0,0.000,9.515,0.043,0.000,9.471,0.001,9.5239999294281,9.472,0.00899982452392578
1-5cdf8e0b-5ed4f84a8d636732e717c884,e1f20b36-796c-4085-accc-ed7ae76d01e6,1558154763.939,1558154773.28,0,0,1558154763.934,1558154763.934,1558154763.935,1558154773.25,1558154763.935,1558154764.006,1558154764.006,1558154773.25,1558154773.267,1558154773.267,9.34100008010864,0,0.000,9.31500005722046,0.071,0.000,9.24399995803833,0,9.34100008010864,9.24399995803833,0.0260000228881836
1-5cdf8de7-7283cc6679363aadea8715bb,75f84719-97da-40c9-a6ce-7d91a3a3d742,1558154727.42,1558154731.999,0,0,1558154727.415,1558154727.416,1558154727.416,1558154731.97,1558154727.417,1558154727.46,1558154727.46,1558154731.97,1558154731.987,1558154731.987,4.5789999961853,0,0.001,4.55400013923645,0.0429999828338623,0.000,4.51,0.00100016593933105,4.5789999961853,4.51100015640259,0.0239999294281006
